period,year,quarter,county,Electric,Hydrogen,PHEV,total
2018-Q4,2018,4,Humboldt,20,0,24,44
2018-Q4,2018,4,Imperial,5,0,3,8
2018-Q4,2018,4,Inyo,5,0,1,6
2018-Q4,2018,4,Kern,107,1,73,181
2018-Q4,2018,4,Kings,9,0,11,20
2018-Q4,2018,4,Lake,13,0,3,16
2018-Q4,2018,4,Lassen,0,0,1,1
2018-Q4,2018,4,Los Angeles,6304,172,4299,10775
2018-Q4,2018,4,Madera,20,0,6,26
2018-Q4,2018,4,Marin,578,3,134,715
2018-Q4,2018,4,Mariposa,4,0,1,5
2018-Q4,2018,4,Mendocino,30,0,16,46
2018-Q4,2018,4,Merced,21,0,16,37
2018-Q4,2018,4,Mono,3,0,1,4
2018-Q4,2018,4,Monterey,145,0,63,208
2018-Q4,2018,4,Napa,112,0,44,156
2018-Q4,2018,4,Nevada,45,0,15,60
2018-Q4,2018,4,Orange,3493,127,2315,5935
2018-Q4,2018,4,Out Of State,895,0,49,944
2018-Q4,2018,4,Placer,263,0,115,378
2018-Q4,2018,4,Plumas,1,0,0,1
2018-Q4,2018,4,Riverside,695,5,611,1311
2018-Q4,2018,4,Sacramento,827,4,276,1107
2018-Q4,2018,4,San Benito,19,0,9,28
2018-Q4,2018,4,San Bernardino,569,11,494,1074
2018-Q4,2018,4,San Diego,2335,12,984,3331
2018-Q4,2018,4,San Francisco,1139,5,230,1374
2018-Q4,2018,4,San Joaquin,245,1,110,356
2018-Q4,2018,4,San Luis Obispo,162,0,63,225
2018-Q4,2018,4,San Mateo,1852,3,404,2259
2018-Q4,2018,4,Santa Barbara,279,2,67,348
2018-Q4,2018,4,Santa Clara,5195,89,1735,7019
2018-Q4,2018,4,Santa Cruz,269,1,82,352
2018-Q4,2018,4,Shasta,30,0,12,42
2018-Q4,2018,4,Siskiyou,4,0,0,4
2018-Q4,2018,4,Solano,184,0,102,286
2018-Q4,2018,4,Sonoma,469,1,264,734
2018-Q4,2018,4,Stanislaus,86,0,42,128
2018-Q4,2018,4,Sutter,20,0,6,26
2018-Q4,2018,4,Tehama,2,0,2,4
2018-Q4,2018,4,Trinity,1,0,1,2
2018-Q4,2018,4,Tulare,55,0,23,78
2018-Q4,2018,4,Tuolumne,8,0,1,9
2018-Q4,2018,4,Ventura,584,10,296,890
2018-Q4,2018,4,Yolo,135,0,53,188
2018-Q4,2018,4,Yuba,4,0,3,7
2019-Q1,2019,1,Alameda,2307,18,730,3055
2019-Q1,2019,1,Alpine,1,0,0,1
2019-Q1,2019,1,Amador,4,0,1,5
2019-Q1,2019,1,Butte,17,0,19,36
2019-Q1,2019,1,Calaveras,6,0,4,10
2019-Q1,2019,1,Colusa,0,0,1,1
2019-Q1,2019,1,Contra Costa,1074,5,402,1481
2019-Q1,2019,1,Del Norte,3,0,0,3
2019-Q1,2019,1,El Dorado,82,0,39,121
2019-Q1,2019,1,Fresno,141,0,67,208
2019-Q1,2019,1,Glenn,1,0,1,2
2019-Q1,2019,1,Humboldt,19,0,7,26
2019-Q1,2019,1,Imperial,8,0,5,13
2019-Q1,2019,1,Inyo,1,0,0,1
2019-Q1,2019,1,Kern,73,0,45,118
2019-Q1,2019,1,Kings,3,0,1,4
2019-Q1,2019,1,Lake,10,0,1,11
2019-Q1,2019,1,Los Angeles,5697,139,3276,9112
2019-Q1,2019,1,Madera,10,0,3,13
2019-Q1,2019,1,Marin,389,3,110,502
2019-Q1,2019,1,Mendocino,10,0,4,14
2019-Q1,2019,1,Merced,21,0,7,28
2019-Q1,2019,1,Mono,1,0,0,1
2019-Q1,2019,1,Monterey,107,1,42,150
2019-Q1,2019,1,Napa,75,0,29,104
2019-Q1,2019,1,Nevada,28,0,8,36
2019-Q1,2019,1,Orange,3104,90,1847,5041
2019-Q1,2019,1,Out Of State,273,1,48,322
2019-Q1,2019,1,Placer,208,1,77,286
2019-Q1,2019,1,Plumas,1,0,1,2
2019-Q1,2019,1,Riverside,642,12,424,1078
2019-Q1,2019,1,Sacramento,453,2,231,686
2019-Q1,2019,1,San Benito,16,0,11,27
2019-Q1,2019,1,San Bernardino,584,7,425,1016
2019-Q1,2019,1,San Diego,1693,12,764,2469
2019-Q1,2019,1,San Francisco,714,2,209,925
2019-Q1,2019,1,San Joaquin,179,1,50,230
2019-Q1,2019,1,San Luis Obispo,75,0,46,121
2019-Q1,2019,1,San Mateo,1189,10,238,1437
2019-Q1,2019,1,Santa Barbara,163,5,48,216
2019-Q1,2019,1,Santa Clara,4025,76,1176,5277
2019-Q1,2019,1,Santa Cruz,187,1,56,244
2019-Q1,2019,1,Shasta,21,0,4,25
2019-Q1,2019,1,Siskiyou,2,0,0,2
2019-Q1,2019,1,Solano,133,1,88,222
2019-Q1,2019,1,Sonoma,248,0,117,365
2019-Q1,2019,1,Stanislaus,58,0,29,87
2019-Q1,2019,1,Sutter,7,0,7,14
2019-Q1,2019,1,Tehama,3,0,3,6
2019-Q1,2019,1,Trinity,0,0,1,1
2019-Q1,2019,1,Tulare,26,0,18,44
2019-Q1,2019,1,Tuolumne,9,0,1,10
2019-Q1,2019,1,Ventura,451,4,232,687
2019-Q1,2019,1,Yolo,98,3,47,148
2019-Q1,2019,1,Yuba,9,0,0,9
2019-Q2,2019,2,Alameda,2139,48,616,2803
2019-Q2,2019,2,Amador,1,0,3,4
2019-Q2,2019,2,Butte,26,0,15,41
2019-Q2,2019,2,Calaveras,5,0,3,8
2019-Q2,2019,2,Colusa,0,0,1,1
2019-Q2,2019,2,Contra Costa,1018,20,380,1418
2019-Q2,2019,2,Del Norte,2,0,3,5
2019-Q2,2019,2,El Dorado,88,1,55,144
2019-Q2,2019,2,Fresno,189,0,81,270
2019-Q2,2019,2,Glenn,2,0,2,4
2019-Q2,2019,2,Humboldt,17,0,16,33
2019-Q2,2019,2,Imperial,15,0,4,19
2019-Q2,2019,2,Inyo,1,0,1,2
2019-Q2,2019,2,Kern,112,1,73,186
2019-Q2,2019,2,Kings,9,0,8,17
2019-Q2,2019,2,Lake,8,0,5,13
2019-Q2,2019,2,Lassen,1,0,0,1
2019-Q2,2019,2,Los Angeles,5828,275,3075,9178
2019-Q2,2019,2,Madera,16,0,5,21
2019-Q2,2019,2,Marin,368,5,106,479
2019-Q2,2019,2,Mariposa,5,0,0,5
2019-Q2,2019,2,Mendocino,18,0,12,30
2019-Q2,2019,2,Merced,26,0,14,40
2019-Q2,2019,2,Mono,1,0,0,1
2019-Q2,2019,2,Monterey,95,1,32,128
2019-Q2,2019,2,Napa,78,0,28,106
2019-Q2,2019,2,Nevada,21,0,16,37
2019-Q2,2019,2,Orange,3022,145,1637,4804
2019-Q2,2019,2,Out Of State,34,3,71,108
2019-Q2,2019,2,Placer,216,4,71,291
2019-Q2,2019,2,Plumas,0,0,1,1
2019-Q2,2019,2,Riverside,706,27,458,1191
2019-Q2,2019,2,Sacramento,524,7,296,827
2019-Q2,2019,2,San Benito,13,0,19,32
2019-Q2,2019,2,San Bernardino,613,28,430,1071
2019-Q2,2019,2,San Diego,2027,12,743,2782
2019-Q2,2019,2,San Francisco,699,3,215,917
2019-Q2,2019,2,San Joaquin,253,2,85,340
2019-Q2,2019,2,San Luis Obispo,112,0,37,149
2019-Q2,2019,2,San Mateo,1229,17,234,1480
2019-Q2,2019,2,Santa Barbara,175,0,53,228
2019-Q2,2019,2,Santa Clara,3892,109,1051,5052
2019-Q2,2019,2,Santa Cruz,169,2,59,230
2019-Q2,2019,2,Shasta,22,0,8,30
2019-Q2,2019,2,Siskiyou,2,0,1,3
2019-Q2,2019,2,Solano,163,1,75,239
2019-Q2,2019,2,Sonoma,227,0,113,340
2019-Q2,2019,2,Stanislaus,89,0,40,129
2019-Q2,2019,2,Sutter,14,0,9,23
2019-Q2,2019,2,Tehama,1,0,4,5
2019-Q2,2019,2,Trinity,1,0,0,1
2019-Q2,2019,2,Tulare,26,0,19,45
2019-Q2,2019,2,Tuolumne,8,0,3,11
2019-Q2,2019,2,Ventura,514,15,251,780
2019-Q2,2019,2,Yolo,73,2,67,142
2019-Q2,2019,2,Yuba,6,0,7,13
2019-Q3,2019,3,Alameda,2114,43,841,2998
2019-Q3,2019,3,Alpine,1,0,0,1
2019-Q3,2019,3,Amador,9,0,4,13
2019-Q3,2019,3,Butte,29,0,19,48
2019-Q3,2019,3,Calaveras,11,0,7,18
2019-Q3,2019,3,Contra Costa,921,17,428,1366
2019-Q3,2019,3,Del Norte,1,0,1,2
2019-Q3,2019,3,El Dorado,101,0,49,150
2019-Q3,2019,3,Fresno,223,0,101,324
2019-Q3,2019,3,Glenn,1,0,1,2
2019-Q3,2019,3,Humboldt,20,0,20,40
2019-Q3,2019,3,Imperial,9,0,5,14
2019-Q3,2019,3,Inyo,1,0,1,2
2019-Q3,2019,3,Kern,106,0,86,192
2019-Q3,2019,3,Kings,7,0,14,21
2019-Q3,2019,3,Lake,8,0,7,15
2019-Q3,2019,3,Lassen,1,0,1,2
2019-Q3,2019,3,Los Angeles,5801,194,3712,9707
2019-Q3,2019,3,Madera,14,0,11,25
2019-Q3,2019,3,Marin,400,1,141,542
2019-Q3,2019,3,Mariposa,4,0,4,8
2019-Q3,2019,3,Mendocino,10,0,9,19
2019-Q3,2019,3,Merced,22,0,21,43
2019-Q3,2019,3,Mono,5,0,0,5
2019-Q3,2019,3,Monterey,98,0,56,154
2019-Q3,2019,3,Napa,62,1,50,113
2019-Q3,2019,3,Nevada,32,0,12,44
2019-Q3,2019,3,Orange,2844,111,1743,4698
2019-Q3,2019,3,Out Of State,21,5,100,126
2019-Q3,2019,3,Placer,231,1,98,330
2019-Q3,2019,3,Plumas,1,0,0,1
2019-Q3,2019,3,Riverside,720,12,601,1333
2019-Q3,2019,3,Sacramento,558,12,313,883
2019-Q3,2019,3,San Benito,13,1,16,30
2019-Q3,2019,3,San Bernardino,530,9,456,995
2019-Q3,2019,3,San Diego,1922,18,844,2784
2019-Q3,2019,3,San Francisco,721,11,237,969
2019-Q3,2019,3,San Joaquin,258,2,88,348
2019-Q3,2019,3,San Luis Obispo,95,0,61,156
2019-Q3,2019,3,San Mateo,1120,9,309,1438
2019-Q3,2019,3,Santa Barbara,166,1,60,227
2019-Q3,2019,3,Santa Clara,3305,85,1159,4549
2019-Q3,2019,3,Santa Cruz,174,1,61,236
2019-Q3,2019,3,Shasta,18,0,12,30
2019-Q3,2019,3,Solano,167,1,103,271
2019-Q3,2019,3,Sonoma,233,0,159,392
2019-Q3,2019,3,Stanislaus,82,0,44,126
2019-Q3,2019,3,Sutter,19,0,7,26
2019-Q3,2019,3,Tehama,3,0,3,6
2019-Q3,2019,3,Trinity,0,0,1,1
2019-Q3,2019,3,Tulare,47,1,26,74
2019-Q3,2019,3,Tuolumne,6,0,1,7
2019-Q3,2019,3,Ventura,506,7,247,760
2019-Q3,2019,3,Yolo,94,3,69,166
2019-Q3,2019,3,Yuba,8,1,9,18
2019-Q4,2019,4,Alameda,1540,25,641,2206
2019-Q4,2019,4,Alpine,0,0,1,1
2019-Q4,2019,4,Amador,3,0,4,7
2019-Q4,2019,4,Butte,23,0,13,36
2019-Q4,2019,4,Calaveras,2,0,4,6
2019-Q4,2019,4,Colusa,0,0,1,1
2019-Q4,2019,4,Contra Costa,736,17,355,1108
2019-Q4,2019,4,Del Norte,1,0,4,5
2019-Q4,2019,4,El Dorado,63,0,25,88
2019-Q4,2019,4,Fresno,188,0,101,289
2019-Q4,2019,4,Glenn,1,0,3,4
2019-Q4,2019,4,Humboldt,20,0,14,34
2019-Q4,2019,4,Imperial,6,0,4,10
2019-Q4,2019,4,Inyo,2,0,1,3
2019-Q4,2019,4,Kern,65,0,41,106
2019-Q4,2019,4,Kings,8,0,12,20
2019-Q4,2019,4,Lake,6,0,4,10
2019-Q4,2019,4,Los Angeles,4139,144,2913,7196
2019-Q4,2019,4,Madera,13,0,10,23
2019-Q4,2019,4,Marin,333,2,137,472
2019-Q4,2019,4,Mariposa,2,0,1,3
2019-Q4,2019,4,Mendocino,11,0,15,26
2019-Q4,2019,4,Merced,18,0,9,27
2019-Q4,2019,4,Mono,2,0,0,2
2019-Q4,2019,4,Monterey,75,1,44,120
2019-Q4,2019,4,Napa,56,0,37,93
2019-Q4,2019,4,Nevada,20,0,22,42
2019-Q4,2019,4,Orange,2378,88,1286,3752
2019-Q4,2019,4,Out Of State,32,3,37,72
2019-Q4,2019,4,Placer,197,1,82,280
2019-Q4,2019,4,Plumas,2,0,1,3
2019-Q4,2019,4,Riverside,616,3,453,1072
2019-Q4,2019,4,Sacramento,405,2,300,707
2019-Q4,2019,4,San Benito,13,0,12,25
2019-Q4,2019,4,San Bernardino,447,7,361,815
2019-Q4,2019,4,San Diego,1689,11,767,2467
2019-Q4,2019,4,San Francisco,509,6,211,726
2019-Q4,2019,4,San Joaquin,173,2,91,266
2019-Q4,2019,4,San Luis Obispo,96,0,50,146
2019-Q4,2019,4,San Mateo,866,14,298,1178
2019-Q4,2019,4,Santa Barbara,146,2,56,204
2019-Q4,2019,4,Santa Clara,2532,65,926,3523
2019-Q4,2019,4,Santa Cruz,115,1,67,183
2019-Q4,2019,4,Shasta,16,0,6,22
2019-Q4,2019,4,Siskiyou,2,0,1,3
2019-Q4,2019,4,Solano,128,0,84,212
2019-Q4,2019,4,Sonoma,217,1,139,357
2019-Q4,2019,4,Stanislaus,59,0,27,86
2019-Q4,2019,4,Sutter,11,0,3,14
2019-Q4,2019,4,Tehama,5,0,2,7
2019-Q4,2019,4,Tulare,31,0,26,57
2019-Q4,2019,4,Tuolumne,4,0,6,10
2019-Q4,2019,4,Ventura,385,8,180,573
2019-Q4,2019,4,Yolo,68,0,40,108
2019-Q4,2019,4,Yuba,9,0,5,14
2020-Q1,2020,1,Alameda,2175,26,587,2788
2020-Q1,2020,1,Alpine,0,0,1,1
2020-Q1,2020,1,Amador,8,0,1,9
2020-Q1,2020,1,Butte,30,0,6,36
2020-Q1,2020,1,Calaveras,13,0,3,16
2020-Q1,2020,1,Colusa,0,0,1,1
2020-Q1,2020,1,Contra Costa,1120,10,278,1408
2020-Q1,2020,1,Del Norte,1,0,0,1
2020-Q1,2020,1,El Dorado,111,1,32,144
2020-Q1,2020,1,Fresno,180,0,68,248
2020-Q1,2020,1,Glenn,1,0,1,2
2020-Q1,2020,1,Humboldt,18,0,4,22
2020-Q1,2020,1,Imperial,7,0,5,12
2020-Q1,2020,1,Inyo,3,0,1,4
2020-Q1,2020,1,Kern,104,0,42,146
2020-Q1,2020,1,Kings,10,0,7,17
2020-Q1,2020,1,Lake,8,0,0,8
2020-Q1,2020,1,Lassen,1,0,0,1
2020-Q1,2020,1,Los Angeles,6868,108,2303,9279
2020-Q1,2020,1,Madera,17,0,3,20
2020-Q1,2020,1,Marin,487,1,102,590
2020-Q1,2020,1,Mariposa,2,0,2,4
2020-Q1,2020,1,Mendocino,11,0,2,13
2020-Q1,2020,1,Merced,20,0,7,27
2020-Q1,2020,1,Mono,1,0,0,1
2020-Q1,2020,1,Monterey,114,0,37,151
2020-Q1,2020,1,Napa,99,0,33,132
2020-Q1,2020,1,Nevada,26,0,13,39
2020-Q1,2020,1,Orange,3415,69,980,4464
2020-Q1,2020,1,Out Of State,80,3,78,161
2020-Q1,2020,1,Placer,296,1,50,347
2020-Q1,2020,1,Plumas,3,0,0,3
2020-Q1,2020,1,Riverside,830,3,317,1150
2020-Q1,2020,1,Sacramento,659,7,178,844
2020-Q1,2020,1,San Benito,24,0,5,29
2020-Q1,2020,1,San Bernardino,644,7,282,933
2020-Q1,2020,1,San Diego,2507,8,578,3093
2020-Q1,2020,1,San Francisco,784,5,175,964
2020-Q1,2020,1,San Joaquin,265,1,82,348
2020-Q1,2020,1,San Luis Obispo,143,0,26,169
2020-Q1,2020,1,San Mateo,1330,6,238,1574
2020-Q1,2020,1,Santa Barbara,244,3,36,283
2020-Q1,2020,1,Santa Clara,3716,53,824,4593
2020-Q1,2020,1,Santa Cruz,232,1,46,279
2020-Q1,2020,1,Shasta,25,0,7,32
2020-Q1,2020,1,Sierra,1,0,0,1
2020-Q1,2020,1,Siskiyou,1,0,0,1
2020-Q1,2020,1,Solano,155,0,49,204
2020-Q1,2020,1,Sonoma,287,0,78,365
2020-Q1,2020,1,Stanislaus,86,0,27,113
2020-Q1,2020,1,Sutter,15,0,4,19
2020-Q1,2020,1,Tehama,4,0,3,7
2020-Q1,2020,1,Trinity,1,0,1,2
2020-Q1,2020,1,Tulare,50,0,30,80
2020-Q1,2020,1,Tuolumne,13,0,4,17
2020-Q1,2020,1,Ventura,637,4,144,785
2020-Q1,2020,1,Yolo,114,1,35,150
2020-Q1,2020,1,Yuba,13,0,4,17
2020-Q2,2020,2,Alameda,873,6,222,1101
2020-Q2,2020,2,Amador,5,0,0,5
2020-Q2,2020,2,Butte,20,0,10,30
2020-Q2,2020,2,Calaveras,3,0,3,6
2020-Q2,2020,2,Colusa,1,0,1,2
2020-Q2,2020,2,Contra Costa,519,4,145,668
2020-Q2,2020,2,El Dorado,58,0,15,73
2020-Q2,2020,2,Fresno,100,0,42,142
2020-Q2,2020,2,Glenn,1,0,0,1
2020-Q2,2020,2,Humboldt,14,0,8,22
2020-Q2,2020,2,Imperial,9,0,1,10
2020-Q2,2020,2,Inyo,2,0,1,3
2020-Q2,2020,2,Kern,67,0,18,85
2020-Q2,2020,2,Kings,8,0,7,15
2020-Q2,2020,2,Lake,5,0,1,6
2020-Q2,2020,2,Lassen,1,0,0,1
2020-Q2,2020,2,Los Angeles,3585,50,1094,4729
2020-Q2,2020,2,Madera,16,0,3,19
2020-Q2,2020,2,Marin,222,0,56,278
2020-Q2,2020,2,Mariposa,1,0,0,1
2020-Q2,2020,2,Mendocino,15,0,4,19
2020-Q2,2020,2,Merced,15,0,3,18
2020-Q2,2020,2,Mono,2,0,2,4
2020-Q2,2020,2,Monterey,57,0,27,84
2020-Q2,2020,2,Napa,37,0,16,53
2020-Q2,2020,2,Nevada,18,0,4,22
2020-Q2,2020,2,Orange,1636,33,504,2173
2020-Q2,2020,2,Out Of State,43,1,29,73
2020-Q2,2020,2,Placer,121,0,34,155
2020-Q2,2020,2,Plumas,2,0,0,2
2020-Q2,2020,2,Riverside,432,3,168,603
2020-Q2,2020,2,Sacramento,284,1,127,412
2020-Q2,2020,2,San Benito,10,0,3,13
2020-Q2,2020,2,San Bernardino,333,3,131,467
2020-Q2,2020,2,San Diego,946,1,288,1235
2020-Q2,2020,2,San Francisco,430,4,99,533
2020-Q2,2020,2,San Joaquin,115,0,32,147
2020-Q2,2020,2,San Luis Obispo,65,0,25,90
2020-Q2,2020,2,San Mateo,534,3,89,626
2020-Q2,2020,2,Santa Barbara,138,2,28,168
2020-Q2,2020,2,Santa Clara,1377,17,275,1669
2020-Q2,2020,2,Santa Cruz,93,0,29,122
2020-Q2,2020,2,Shasta,19,0,5,24
2020-Q2,2020,2,Sierra,1,0,0,1
2020-Q2,2020,2,Siskiyou,2,0,1,3
2020-Q2,2020,2,Solano,92,0,31,123
2020-Q2,2020,2,Sonoma,143,1,45,189
2020-Q2,2020,2,Stanislaus,50,0,15,65
2020-Q2,2020,2,Sutter,13,0,2,15
2020-Q2,2020,2,Tehama,3,0,1,4
2020-Q2,2020,2,Trinity,1,0,0,1
2020-Q2,2020,2,Tulare,24,0,3,27
2020-Q2,2020,2,Tuolumne,4,0,0,4
2020-Q2,2020,2,Ventura,277,0,66,343
2020-Q2,2020,2,Yolo,54,1,19,74
2020-Q2,2020,2,Yuba,0,0,1,1
2020-Q3,2020,3,Alameda,1227,15,393,1635
2020-Q3,2020,3,Amador,9,0,0,9
2020-Q3,2020,3,Butte,28,0,12,40
2020-Q3,2020,3,Calaveras,10,0,3,13
2020-Q3,2020,3,Contra Costa,766,8,226,1000
2020-Q3,2020,3,Del Norte,4,0,0,4
2020-Q3,2020,3,El Dorado,95,0,20,115
2020-Q3,2020,3,Fresno,201,0,62,263
2020-Q3,2020,3,Glenn,4,0,2,6
2020-Q3,2020,3,Humboldt,15,0,11,26
2020-Q3,2020,3,Imperial,10,0,1,11
2020-Q3,2020,3,Inyo,3,0,3,6
2020-Q3,2020,3,Kern,98,0,40,138
2020-Q3,2020,3,Kings,12,0,10,22
2020-Q3,2020,3,Lake,9,0,4,13
2020-Q3,2020,3,Los Angeles,5342,86,1785,7213
2020-Q3,2020,3,Madera,10,0,3,13
2020-Q3,2020,3,Marin,366,1,89,456
2020-Q3,2020,3,Mariposa,2,0,0,2
2020-Q3,2020,3,Mendocino,22,0,4,26
2020-Q3,2020,3,Merced,39,0,9,48
2020-Q3,2020,3,Mono,5,0,3,8
2020-Q3,2020,3,Monterey,96,1,37,134
2020-Q3,2020,3,Napa,79,0,27,106
2020-Q3,2020,3,Nevada,50,0,15,65
2020-Q3,2020,3,Orange,2944,39,852,3835
2020-Q3,2020,3,Out Of State,32,0,56,88
2020-Q3,2020,3,Placer,240,2,55,297
2020-Q3,2020,3,Plumas,2,0,0,2
2020-Q3,2020,3,Riverside,736,1,241,978
2020-Q3,2020,3,Sacramento,502,2,213,717
2020-Q3,2020,3,San Benito,19,0,9,28
2020-Q3,2020,3,San Bernardino,530,2,208,740
2020-Q3,2020,3,San Diego,1868,2,503,2373
2020-Q3,2020,3,San Francisco,845,2,225,1072
2020-Q3,2020,3,San Joaquin,195,0,59,254
2020-Q3,2020,3,San Luis Obispo,115,0,28,143
2020-Q3,2020,3,San Mateo,793,7,177,977
2020-Q3,2020,3,Santa Barbara,205,2,57,264
2020-Q3,2020,3,Santa Clara,1956,39,460,2455
2020-Q3,2020,3,Santa Cruz,126,0,42,168
2020-Q3,2020,3,Shasta,20,0,11,31
2020-Q3,2020,3,Sierra,1,0,0,1
2020-Q3,2020,3,Siskiyou,3,0,1,4
2020-Q3,2020,3,Solano,144,0,44,188
2020-Q3,2020,3,Sonoma,255,0,93,348
2020-Q3,2020,3,Stanislaus,88,0,27,115
2020-Q3,2020,3,Sutter,12,0,4,16
2020-Q3,2020,3,Tehama,6,0,2,8
2020-Q3,2020,3,Trinity,2,0,0,2
2020-Q3,2020,3,Tulare,47,0,11,58
2020-Q3,2020,3,Tuolumne,6,0,3,9
2020-Q3,2020,3,Ventura,461,1,114,576
2020-Q3,2020,3,Yolo,66,1,38,105
2020-Q3,2020,3,Yuba,11,0,2,13
2020-Q4,2020,4,Alameda,1644,10,522,2176
2020-Q4,2020,4,Alpine,1,0,0,1
2020-Q4,2020,4,Amador,5,0,3,8
2020-Q4,2020,4,Butte,40,0,23,63
2020-Q4,2020,4,Calaveras,3,0,7,10
2020-Q4,2020,4,Colusa,0,0,1,1
2020-Q4,2020,4,Contra Costa,1092,10,355,1457
2020-Q4,2020,4,Del Norte,1,0,1,2
2020-Q4,2020,4,El Dorado,108,0,36,144
2020-Q4,2020,4,Fresno,262,0,76,338
2020-Q4,2020,4,Glenn,6,0,3,9
2020-Q4,2020,4,Humboldt,22,0,11,33
2020-Q4,2020,4,Imperial,11,0,5,16
2020-Q4,2020,4,Inyo,5,0,3,8
2020-Q4,2020,4,Kern,150,0,53,203
2020-Q4,2020,4,Kings,12,0,9,21
2020-Q4,2020,4,Lake,5,0,1,6
2020-Q4,2020,4,Lassen,2,0,0,2
2020-Q4,2020,4,Los Angeles,7308,141,2588,10037
2020-Q4,2020,4,Madera,25,0,9,34
2020-Q4,2020,4,Marin,447,0,159,606
2020-Q4,2020,4,Mariposa,2,0,1,3
2020-Q4,2020,4,Mendocino,15,0,14,29
2020-Q4,2020,4,Merced,30,0,12,42
2020-Q4,2020,4,Mono,4,0,2,6
2020-Q4,2020,4,Monterey,148,0,53,201
2020-Q4,2020,4,Napa,110,0,22,132
2020-Q4,2020,4,Nevada,74,1,15,90
2020-Q4,2020,4,Orange,3867,49,1118,5034
2020-Q4,2020,4,Out Of State,32,0,53,85
2020-Q4,2020,4,Placer,356,2,79,437
2020-Q4,2020,4,Plumas,3,0,1,4
2020-Q4,2020,4,Riverside,1089,4,334,1427
2020-Q4,2020,4,Sacramento,609,1,241,851
2020-Q4,2020,4,San Benito,37,0,10,47
2020-Q4,2020,4,San Bernardino,764,11,301,1076
2020-Q4,2020,4,San Diego,2533,16,727,3276
2020-Q4,2020,4,San Francisco,1069,1,355,1425
2020-Q4,2020,4,San Joaquin,322,0,72,394
2020-Q4,2020,4,San Luis Obispo,166,0,62,228
2020-Q4,2020,4,San Mateo,1032,1,249,1282
2020-Q4,2020,4,Santa Barbara,320,1,71,392
2020-Q4,2020,4,Santa Clara,2430,33,623,3086
2020-Q4,2020,4,Santa Cruz,176,0,50,226
2020-Q4,2020,4,Shasta,31,0,21,52
2020-Q4,2020,4,Siskiyou,4,0,1,5
2020-Q4,2020,4,Solano,176,1,65,242
2020-Q4,2020,4,Sonoma,309,1,111,421
2020-Q4,2020,4,Stanislaus,120,0,41,161
2020-Q4,2020,4,Sutter,16,0,6,22
2020-Q4,2020,4,Tehama,6,0,3,9
2020-Q4,2020,4,Trinity,3,0,0,3
2020-Q4,2020,4,Tulare,46,0,25,71
2020-Q4,2020,4,Tuolumne,9,0,3,12
2020-Q4,2020,4,Ventura,596,4,153,753
2020-Q4,2020,4,Yolo,91,0,35,126
2020-Q4,2020,4,Yuba,19,0,3,22
2021-Q1,2021,1,Alameda,2104,39,608,2751
2021-Q1,2021,1,Alpine,3,0,0,3
2021-Q1,2021,1,Amador,8,0,1,9
2021-Q1,2021,1,Butte,41,0,24,65
2021-Q1,2021,1,Calaveras,11,0,10,21
2021-Q1,2021,1,Colusa,3,0,1,4
2021-Q1,2021,1,Contra Costa,1196,19,432,1647
2021-Q1,2021,1,Del Norte,1,0,1,2
2021-Q1,2021,1,El Dorado,115,1,48,164
2021-Q1,2021,1,Fresno,288,1,103,392
2021-Q1,2021,1,Glenn,6,0,1,7
2021-Q1,2021,1,Humboldt,33,0,16,49
2021-Q1,2021,1,Imperial,16,0,8,24
2021-Q1,2021,1,Inyo,4,0,2,6
2021-Q1,2021,1,Kern,169,0,98,267
2021-Q1,2021,1,Kings,27,0,8,35
2021-Q1,2021,1,Lake,7,0,3,10
2021-Q1,2021,1,Lassen,1,0,0,1
2021-Q1,2021,1,Los Angeles,8551,179,3071,11801
2021-Q1,2021,1,Madera,31,0,12,43
2021-Q1,2021,1,Marin,564,7,148,719
2021-Q1,2021,1,Mariposa,0,0,6,6
2021-Q1,2021,1,Mendocino,19,0,12,31
2021-Q1,2021,1,Merced,47,0,22,69
2021-Q1,2021,1,Mono,4,0,1,5
2021-Q1,2021,1,Monterey,176,0,43,219
2021-Q1,2021,1,Napa,162,0,34,196
2021-Q1,2021,1,Nevada,60,0,14,74
2021-Q1,2021,1,Orange,4319,139,1300,5758
2021-Q1,2021,1,Out Of State,47,11,47,105
2021-Q1,2021,1,Placer,361,4,100,465
2021-Q1,2021,1,Plumas,1,0,0,1
2021-Q1,2021,1,Riverside,1282,9,452,1743
2021-Q1,2021,1,Sacramento,797,12,354,1163
2021-Q1,2021,1,San Benito,26,0,11,37
2021-Q1,2021,1,San Bernardino,908,9,401,1318
2021-Q1,2021,1,San Diego,2920,24,840,3784
2021-Q1,2021,1,San Francisco,1046,15,357,1418
2021-Q1,2021,1,San Joaquin,355,0,96,451
2021-Q1,2021,1,San Luis Obispo,184,0,71,255
2021-Q1,2021,1,San Mateo,1233,20,286,1539
2021-Q1,2021,1,Santa Barbara,283,8,93,384
2021-Q1,2021,1,Santa Clara,2983,53,814,3850
2021-Q1,2021,1,Santa Cruz,227,4,67,298
2021-Q1,2021,1,Shasta,41,0,28,69
2021-Q1,2021,1,Siskiyou,2,0,1,3
2021-Q1,2021,1,Solano,283,0,102,385
2021-Q1,2021,1,Sonoma,395,2,144,541
2021-Q1,2021,1,Stanislaus,144,0,33,177
